"","prolific_participant_id","story_count","probe","probe_type","line","line_text","count_Question_board","Dimension","Foreshadow","Shift","Post_Topic","response","correct","response_time","age","Sex","First.Language","English.speaking.Monolingual","Current.Country.of.Residence"
"1","5f0da6848c9769018bb99f27",NA,"n","n",1,"Allan was on a hot streak bowling tonight.",NA,"","","","","space",1,3690,31,"Male","Italian","I know one other language in addition to English","Italy"
"2","5f0da6848c9769018bb99f27",NA,"n","n",2,"It was only the fifth frame, and he already had four strikes<br/>and a spare.",NA,"","","","","space",1,6742,31,"Male","Italian","I know one other language in addition to English","Italy"
"3","5f0da6848c9769018bb99f27",NA,"n","n",3,"He saw a ball from the next lane coming toward him.",NA,"","","","","space",1,4489,31,"Male","Italian","I know one other language in addition to English","Italy"
"4","5f0da6848c9769018bb99f27",NA,"n","s",4,"Allan began to curse and jump up and down.",NA,"","","","","space",1,4177,31,"Male","Italian","I know one other language in addition to English","Italy"
"5","5f0da6848c9769018bb99f27",NA,"n","s",5,"The guy next to him had slipped and rolled his ball into Allan¡¦s ankle.",NA,"","","","","space",1,5765,31,"Male","Italian","I know one other language in addition to English","Italy"
"6","5f0da6848c9769018bb99f27",NA,"y","f",0,"GRABING",NA,"","","","","j",1,3059,31,"Male","Italian","I know one other language in addition to English","Italy"
"7","5f0da6848c9769018bb99f27",NA,"n","n",6,"Allan realized the night might not be so great after all.",NA,"","","","","space",1,3169,31,"Male","Italian","I know one other language in addition to English","Italy"
"8","5f0da6848c9769018bb99f27",NA,"y","f",0,"DRINKING",NA,"","","","","j",1,2626,31,"Male","Italian","I know one other language in addition to English","Italy"
"9","5f0da6848c9769018bb99f27",NA,"y","q",0,"Is this true?<br/>Allan had two strikes and two spares.",NA,"","","","","j",1,6302,31,"Male","Italian","I know one other language in addition to English","Italy"
"10","5f0da6848c9769018bb99f27",NA,"n","n",1,"Caitlin was typing furiously on her laptop.",NA,"","","","","space",1,2325,31,"Male","Italian","I know one other language in addition to English","Italy"
"11","5f0da6848c9769018bb99f27",NA,"n","n",2,"The deadline for her paper was three hours away.",NA,"","","","","space",1,3225,31,"Male","Italian","I know one other language in addition to English","Italy"
"12","5f0da6848c9769018bb99f27",NA,"n","n",3,"But now the words were finally starting to flow.",NA,"","","","","space",1,2756,31,"Male","Italian","I know one other language in addition to English","Italy"
"13","5f0da6848c9769018bb99f27",NA,"n","s",4,"She noticed with some annoyance that she was over the page limit.",NA,"","","","","space",1,4428,31,"Male","Italian","I know one other language in addition to English","Italy"
"14","5f0da6848c9769018bb99f27",NA,"n","s",5,"She became very irritated.",NA,"","","","","space",1,1215,31,"Male","Italian","I know one other language in addition to English","Italy"
"15","5f0da6848c9769018bb99f27",NA,"y","f",0,"TYPING",NA,"","","","","f",1,2364,31,"Male","Italian","I know one other language in addition to English","Italy"
"16","5f0da6848c9769018bb99f27",NA,"n","n",6,"She was going to have to cut material to be under <br/>the limit  for the paper.",NA,"","","","","space",1,3945,31,"Male","Italian","I know one other language in addition to English","Italy"
"17","5f0da6848c9769018bb99f27",NA,"y","f",0,"KICKING",NA,"","","","","f",0,2703,31,"Male","Italian","I know one other language in addition to English","Italy"
"18","5f0da6848c9769018bb99f27",NA,"y","q",0,"Is this true?<br/>The deadline was four hours away.",NA,"","","","","j",1,1946,31,"Male","Italian","I know one other language in addition to English","Italy"
"19","5f0da6848c9769018bb99f27",NA,"n","n",1,"Wes stepped out into the crisp morning air for a jog.",NA,"","","","","space",1,4490,31,"Male","Italian","I know one other language in addition to English","Italy"
"20","5f0da6848c9769018bb99f27",NA,"n","n",2,"A few miles of running before work would be a great way<br/>to start the day.",NA,"","","","","space",1,4327,31,"Male","Italian","I know one other language in addition to English","Italy"
"21","5f0da6848c9769018bb99f27",NA,"n","n",3,"He set out along his usual route near the waterfront.",NA,"","","","","space",1,2958,31,"Male","Italian","I know one other language in addition to English","Italy"
"22","5f0da6848c9769018bb99f27",NA,"n","s",4,"He saw dog poo in his way but couldn¡¦t avoid it.",NA,"","","","","space",1,2414,31,"Male","Italian","I know one other language in addition to English","Italy"
"23","5f0da6848c9769018bb99f27",NA,"n","s",5,"Suddenly, Wes began to gag.",NA,"","","","","space",1,2986,31,"Male","Italian","I know one other language in addition to English","Italy"
"24","5f0da6848c9769018bb99f27",NA,"y","f",0,"STEPPING",NA,"","","","","f",1,3121,31,"Male","Italian","I know one other language in addition to English","Italy"
"25","5f0da6848c9769018bb99f27",NA,"n","n",6," He thought about training for an upcoming 5K.",NA,"","","","","space",1,3771,31,"Male","Italian","I know one other language in addition to English","Italy"
"26","5f0da6848c9769018bb99f27",NA,"y","f",0,"EATING",NA,"","","","","j",1,3044,31,"Male","Italian","I know one other language in addition to English","Italy"
"27","5f0da6848c9769018bb99f27",NA,"y","q",0,"Is this true?<br/>Wes was jogging along the waterfront.",NA,"","","","","j",0,2834,31,"Male","Italian","I know one other language in addition to English","Italy"
"28","5f0da6848c9769018bb99f27",1,"n","n",1,"Jordan sat on the tossing breadcrumbs to the birds.",NA,"Temporal","y","y","","space",1,6538,31,"Male","Italian","I know one other language in addition to English","Italy"
"29","5f0da6848c9769018bb99f27",1,"n","n",2,"She had been at the park most of the day, people-watching.",NA,"Temporal","y","y","","space",1,4266,31,"Male","Italian","I know one other language in addition to English","Italy"
"30","5f0da6848c9769018bb99f27",1,"n","n",3,"Now she had gathered quite the bird following.",NA,"Temporal","y","y","","space",1,2650,31,"Male","Italian","I know one other language in addition to English","Italy"
"31","5f0da6848c9769018bb99f27",1,"n","s",4,"She saw the leaves were starting to change color.",NA,"Temporal","y","y","","space",1,2447,31,"Male","Italian","I know one other language in addition to English","Italy"
"32","5f0da6848c9769018bb99f27",1,"n","s",5,"Two weeks later, the birds had flown away for the winter.",NA,"Temporal","y","y","","space",1,1991,31,"Male","Italian","I know one other language in addition to English","Italy"
"33","5f0da6848c9769018bb99f27",1,"y","v",0,"TOSSING",NA,"Temporal","y","y","","f",1,1443,31,"Male","Italian","I know one other language in addition to English","Italy"
"34","5f0da6848c9769018bb99f27",1,"n","n",6,"She loved spending time at the park.",NA,"Temporal","y","y","","space",1,1171,31,"Male","Italian","I know one other language in addition to English","Italy"
"35","5f0da6848c9769018bb99f27",1,"y","q",0,"Is this true?<br/>Jordan was feeding seeds to the birds.",NA,"Temporal","y","y","","j",1,9598,31,"Male","Italian","I know one other language in addition to English","Italy"
"36","5f0da6848c9769018bb99f27",2,"n","n",1,"Christina had left work early and was decorating for the party.",NA,"Entity","y","y","","space",1,5463,31,"Male","Italian","I know one other language in addition to English","Italy"
"37","5f0da6848c9769018bb99f27",2,"n","n",2,"She thought maybe she hadn¡¦t left early enough.",NA,"Entity","y","y","","space",1,2415,31,"Male","Italian","I know one other language in addition to English","Italy"
"38","5f0da6848c9769018bb99f27",2,"n","s",3,"The guest of honor would arrive any minute.",NA,"Entity","y","y","","space",1,2279,31,"Male","Italian","I know one other language in addition to English","Italy"
"39","5f0da6848c9769018bb99f27",2,"n","s",4,"Dylan came barreling through the door.",NA,"Entity","y","y","","space",1,1963,31,"Male","Italian","I know one other language in addition to English","Italy"
"40","5f0da6848c9769018bb99f27",2,"y","v",0,"DECORATING",NA,"Entity","y","y","","f",1,1671,31,"Male","Italian","I know one other language in addition to English","Italy"
"41","5f0da6848c9769018bb99f27",2,"n","s",5,"He was very excited for his birthday.",NA,"Entity","y","y","","space",1,1136,31,"Male","Italian","I know one other language in addition to English","Italy"
"42","5f0da6848c9769018bb99f27",2,"y","f",0,"WRAPPING",NA,"Entity","y","y","","j",1,1401,31,"Male","Italian","I know one other language in addition to English","Italy"
"43","5f0da6848c9769018bb99f27",2,"n","s",6,"It was all he had thought about all day.",NA,"Entity","y","y","","space",1,3503,31,"Male","Italian","I know one other language in addition to English","Italy"
"44","5f0da6848c9769018bb99f27",2,"y","q",0,"Is this true?<br/>Christina left school early.",NA,"Entity","y","y","","j",1,2478,31,"Male","Italian","I know one other language in addition to English","Italy"
"45","5f0da6848c9769018bb99f27",3,"n","n",1,"Blaire was relaxing in the teachers¡¦ lounge, listening to other faculty <br/>complain about the students.",NA,"Spatial","n","y","","space",1,5772,31,"Male","Italian","I know one other language in addition to English","Italy"
"46","5f0da6848c9769018bb99f27",3,"n","n",2,"It had been a long day, and she couldn¡¦t wait to get home.",NA,"Spatial","n","y","","space",1,2839,31,"Male","Italian","I know one other language in addition to English","Italy"
"47","5f0da6848c9769018bb99f27",3,"n","n",3,"She rubbed her eyes.",NA,"Spatial","n","y","","space",1,1131,31,"Male","Italian","I know one other language in addition to English","Italy"
"48","5f0da6848c9769018bb99f27",3,"n","s",4,"She could smell a fresh pot of coffee brewing.",NA,"Spatial","n","y","","space",1,2512,31,"Male","Italian","I know one other language in addition to English","Italy"
"49","5f0da6848c9769018bb99f27",3,"n","s",5,"She poured herself another cup of coffee.",NA,"Spatial","n","y","","space",1,1705,31,"Male","Italian","I know one other language in addition to English","Italy"
"50","5f0da6848c9769018bb99f27",3,"y","v",0,"LISTENING",NA,"Spatial","n","y","","f",1,1496,31,"Male","Italian","I know one other language in addition to English","Italy"
"51","5f0da6848c9769018bb99f27",3,"n","s",6,"She grabbed the tests and put them in her briefcase.",NA,"Spatial","n","y","","space",1,2134,31,"Male","Italian","I know one other language in addition to English","Italy"
"52","5f0da6848c9769018bb99f27",3,"y","f",0,"GRADING",NA,"Spatial","n","y","","j",1,1381,31,"Male","Italian","I know one other language in addition to English","Italy"
"53","5f0da6848c9769018bb99f27",3,"y","q",0,"Is this true?<br/>Blaire had an easy day.",NA,"Spatial","n","y","","f",0,3951,31,"Male","Italian","I know one other language in addition to English","Italy"
"54","5f0da6848c9769018bb99f27",4,"n","n",1,"Eric was staying late typing a report.",NA,"Goal","y","y","","space",1,3459,31,"Male","Italian","I know one other language in addition to English","Italy"
"55","5f0da6848c9769018bb99f27",4,"n","n",2,"His cubicle was filled with the files he needed to finish the project.",NA,"Goal","y","y","","space",1,2701,31,"Male","Italian","I know one other language in addition to English","Italy"
"56","5f0da6848c9769018bb99f27",4,"n","n",3,"It was a little overwhelming.",NA,"Goal","y","y","","space",1,1196,31,"Male","Italian","I know one other language in addition to English","Italy"
"57","5f0da6848c9769018bb99f27",4,"n","s",4,"He was trying to make dinner plans with a girl he had been dating.",NA,"Goal","y","y","","space",1,4539,31,"Male","Italian","I know one other language in addition to English","Italy"
"58","5f0da6848c9769018bb99f27",4,"n","s",5,"Eric decided to go to his favorite pizza place.",NA,"Goal","y","y","","space",1,1735,31,"Male","Italian","I know one other language in addition to English","Italy"
"59","5f0da6848c9769018bb99f27",4,"y","v",0,"TYPING",NA,"Goal","y","y","","j",0,8529,31,"Male","Italian","I know one other language in addition to English","Italy"
"60","5f0da6848c9769018bb99f27",4,"n","n",6,"He figured he¡¦d be able to get a few more things done that night online.",NA,"Goal","y","y","","space",1,3969,31,"Male","Italian","I know one other language in addition to English","Italy"
"61","5f0da6848c9769018bb99f27",4,"y","f",0,"THINKING",NA,"Goal","y","y","","f",0,1238,31,"Male","Italian","I know one other language in addition to English","Italy"
"62","5f0da6848c9769018bb99f27",4,"y","q",0,"Is this true?<br/>Eric worked in a cubicle.",NA,"Goal","y","y","","f",1,1573,31,"Male","Italian","I know one other language in addition to English","Italy"
"63","5f0da6848c9769018bb99f27",5,"n","n",1,"Windy was having a pleasant day at the beach.",NA,"Filler","f","f","","space",1,41949,31,"Male","Italian","I know one other language in addition to English","Italy"
"64","5f0da6848c9769018bb99f27",5,"n","n",2,"The sun was bright and warm, and it wasn¡¦t too crowded.",NA,"Filler","f","f","","space",1,1954,31,"Male","Italian","I know one other language in addition to English","Italy"
"65","5f0da6848c9769018bb99f27",5,"y","f",0,"WADING",NA,"Filler","f","f","","j",1,1553,31,"Male","Italian","I know one other language in addition to English","Italy"
"66","5f0da6848c9769018bb99f27",5,"n","n",3,"She applied some more sunscreen.",NA,"Filler","f","f","","space",1,1281,31,"Male","Italian","I know one other language in addition to English","Italy"
"67","5f0da6848c9769018bb99f27",5,"n","n",4,"You can¡¦t be too careful, she thought.",NA,"Filler","f","f","","space",1,2349,31,"Male","Italian","I know one other language in addition to English","Italy"
"68","5f0da6848c9769018bb99f27",5,"y","f",0,"TANNING",NA,"Filler","f","f","","j",1,3255,31,"Male","Italian","I know one other language in addition to English","Italy"
"69","5f0da6848c9769018bb99f27",5,"n","n",5,"She adjusted her towel and thought about reading her book some more.",NA,"Filler","f","f","","space",1,2818,31,"Male","Italian","I know one other language in addition to English","Italy"
"70","5f0da6848c9769018bb99f27",5,"n","n",6,"Instead, she stared at the beachgoers and daydreamed.",NA,"Filler","f","f","","space",1,2723,31,"Male","Italian","I know one other language in addition to English","Italy"
"71","5f0da6848c9769018bb99f27",5,"y","q",0,"Is this true?<br/>Windy was at an amusement park.",NA,"Filler","f","f","","j",1,2069,31,"Male","Italian","I know one other language in addition to English","Italy"
"72","5f0da6848c9769018bb99f27",6,"n","n",1,"Hannah closed the book and rubbed her eyes.",NA,"Filler","f","f","","space",1,1846,31,"Male","Italian","I know one other language in addition to English","Italy"
"73","5f0da6848c9769018bb99f27",6,"n","n",2,"It was pretty late, but she was almost finished reading.",NA,"Filler","f","f","","space",1,2172,31,"Male","Italian","I know one other language in addition to English","Italy"
"74","5f0da6848c9769018bb99f27",6,"n","n",3,"There were only a couple more chapters.",NA,"Filler","f","f","","space",1,1459,31,"Male","Italian","I know one other language in addition to English","Italy"
"75","5f0da6848c9769018bb99f27",6,"n","n",4,"The story was reaching its climax.",NA,"Filler","f","f","","space",1,2366,31,"Male","Italian","I know one other language in addition to English","Italy"
"76","5f0da6848c9769018bb99f27",6,"y","f",0,"TALKING",NA,"Filler","f","f","","j",1,1054,31,"Male","Italian","I know one other language in addition to English","Italy"
"77","5f0da6848c9769018bb99f27",6,"n","n",5,"Hannah really liked the book¡¦s main characters.",NA,"Filler","f","f","","space",1,1803,31,"Male","Italian","I know one other language in addition to English","Italy"
"78","5f0da6848c9769018bb99f27",6,"n","n",6,"She knew that her time with them was almost over.",NA,"Filler","f","f","","space",1,3274,31,"Male","Italian","I know one other language in addition to English","Italy"
"79","5f0da6848c9769018bb99f27",6,"n","n",7,"The realization made her feel a bit sad.",NA,"Filler","f","f","","space",1,994,31,"Male","Italian","I know one other language in addition to English","Italy"
"80","5f0da6848c9769018bb99f27",6,"y","q",0,"Is this true?<br/>Hannah had only a couple more chapters to read.",NA,"Filler","f","f","","f",1,2491,31,"Male","Italian","I know one other language in addition to English","Italy"
"81","5f0da6848c9769018bb99f27",7,"n","n",1,"Meghan took a sip of her coffee and stared at the road.",NA,"Entity","n","y","","space",1,5310,31,"Male","Italian","I know one other language in addition to English","Italy"
"82","5f0da6848c9769018bb99f27",7,"y","f",0,"HEARING",NA,"Entity","n","y","","j",1,1880,31,"Male","Italian","I know one other language in addition to English","Italy"
"83","5f0da6848c9769018bb99f27",7,"n","n",2,"She had been watching traffic for about ten minutes.",NA,"Entity","n","y","","space",1,2781,31,"Male","Italian","I know one other language in addition to English","Italy"
"84","5f0da6848c9769018bb99f27",7,"n","s",3,"She was there early because she wanted to get a jump  <br/>on the day.",NA,"Entity","n","y","","space",1,3295,31,"Male","Italian","I know one other language in addition to English","Italy"
"85","5f0da6848c9769018bb99f27",7,"n","s",4,"The flow of traffic was hypnotic.",NA,"Entity","n","y","","space",1,1354,31,"Male","Italian","I know one other language in addition to English","Italy"
"86","5f0da6848c9769018bb99f27",7,"y","v",0,"WATCHING",NA,"Entity","n","y","","f",1,993,31,"Male","Italian","I know one other language in addition to English","Italy"
"87","5f0da6848c9769018bb99f27",7,"n","s",5,"It would be nice to catch up.",NA,"Entity","n","y","","space",1,1067,31,"Male","Italian","I know one other language in addition to English","Italy"
"88","5f0da6848c9769018bb99f27",7,"y","q",0,"Is this true?<br/>Meghan was drinking tea.",NA,"Entity","n","y","","j",1,1537,31,"Male","Italian","I know one other language in addition to English","Italy"
"89","5f0da6848c9769018bb99f27",8,"n","n",1,"Stan¡¦s favorite team had finally won the pennant.",NA,"Spatial","y","n","","space",1,1432,31,"Male","Italian","I know one other language in addition to English","Italy"
"90","5f0da6848c9769018bb99f27",8,"n","n",2,"He had been waiting for years for this moment.",NA,"Spatial","y","n","","space",1,2481,31,"Male","Italian","I know one other language in addition to English","Italy"
"91","5f0da6848c9769018bb99f27",8,"y","f",0,"STANDING",NA,"Spatial","y","n","","f",0,4232,31,"Male","Italian","I know one other language in addition to English","Italy"
"92","5f0da6848c9769018bb99f27",8,"n","n",3,"The best part was that he was there to see it happen.",NA,"Spatial","y","n","","space",1,1934,31,"Male","Italian","I know one other language in addition to English","Italy"
"93","5f0da6848c9769018bb99f27",8,"n","n",4,"All around him in the stadium, jubilant fans were cheering.",NA,"Spatial","y","n","","space",1,2486,31,"Male","Italian","I know one other language in addition to English","Italy"
"94","5f0da6848c9769018bb99f27",8,"n","s",5,"Stan knew he should head to his hotel.",NA,"Spatial","y","n","","space",1,1622,31,"Male","Italian","I know one other language in addition to English","Italy"
"95","5f0da6848c9769018bb99f27",8,"n","s",6,"As he celebrated the victory, Stan thought about the season.",NA,"Spatial","y","n","","space",1,2185,31,"Male","Italian","I know one other language in addition to English","Italy"
"96","5f0da6848c9769018bb99f27",8,"y","v",0,"CHEERING",NA,"Spatial","y","n","","f",1,1305,31,"Male","Italian","I know one other language in addition to English","Italy"
"97","5f0da6848c9769018bb99f27",8,"n","n",7,"Stan thought about getting tickets to the World Series.",NA,"Spatial","y","n","","space",1,1896,31,"Male","Italian","I know one other language in addition to English","Italy"
"98","5f0da6848c9769018bb99f27",8,"y","q",0,"Is this true?<br/>Stan had been waiting for weeks to see his team win.",NA,"Spatial","y","n","","f",0,3509,31,"Male","Italian","I know one other language in addition to English","Italy"
"99","5f0da6848c9769018bb99f27",9,"n","n",1,"Curling was as much art as science.",NA,"Temporal","n","y","","space",1,2052,31,"Male","Italian","I know one other language in addition to English","Italy"
"100","5f0da6848c9769018bb99f27",9,"y","f",0,"SLIPPING",NA,"Temporal","n","y","","j",1,841,31,"Male","Italian","I know one other language in addition to English","Italy"
"101","5f0da6848c9769018bb99f27",9,"n","n",2,"At least, this is what Nigel thought while walking onto the ice.",NA,"Temporal","n","y","","space",1,2553,31,"Male","Italian","I know one other language in addition to English","Italy"
"102","5f0da6848c9769018bb99f27",9,"n","n",3,"He had been practicing for two weeks without much improvement.",NA,"Temporal","n","y","","space",1,1997,31,"Male","Italian","I know one other language in addition to English","Italy"
"103","5f0da6848c9769018bb99f27",9,"n","n",4,"Nigel wondered if he¡¦d ever get the hang of it.",NA,"Temporal","n","y","","space",1,1538,31,"Male","Italian","I know one other language in addition to English","Italy"
"104","5f0da6848c9769018bb99f27",9,"n","s",5,"He was going to improve before the first game, he told himself.",NA,"Temporal","n","y","","space",1,1682,31,"Male","Italian","I know one other language in addition to English","Italy"
"105","5f0da6848c9769018bb99f27",9,"n","s",6,"The following weekend, Nigel was nervous but ready.",NA,"Temporal","n","y","","space",1,1549,31,"Male","Italian","I know one other language in addition to English","Italy"
"106","5f0da6848c9769018bb99f27",9,"y","v",0,"WALKING",NA,"Temporal","n","y","","j",0,1069,31,"Male","Italian","I know one other language in addition to English","Italy"
"107","5f0da6848c9769018bb99f27",9,"n","n",7,"He took his place in the hack and waited for the skip¡¦s signal.",NA,"Temporal","n","y","","space",1,2558,31,"Male","Italian","I know one other language in addition to English","Italy"
"108","5f0da6848c9769018bb99f27",9,"y","q",0,"Is this true?<br/>Nigel had been practicing for two weeks.",NA,"Temporal","n","y","","j",0,2353,31,"Male","Italian","I know one other language in addition to English","Italy"
"109","5f0da6848c9769018bb99f27",10,"n","n",1,"Julie furrowed her brow and stared at the game board.",NA,"Goal","n","n","","space",1,3475,31,"Male","Italian","I know one other language in addition to English","Italy"
"110","5f0da6848c9769018bb99f27",10,"y","f",0,"SCORING",NA,"Goal","n","n","","j",1,985,31,"Male","Italian","I know one other language in addition to English","Italy"
"111","5f0da6848c9769018bb99f27",10,"n","n",2,"She was choosing her next move.",NA,"Goal","n","n","","space",1,1866,31,"Male","Italian","I know one other language in addition to English","Italy"
"112","5f0da6848c9769018bb99f27",10,"n","n",3,"She wanted to avoid allowing her opponent to play <br/>on the triple-word square.",NA,"Goal","n","n","","space",1,2967,31,"Male","Italian","I know one other language in addition to English","Italy"
"113","5f0da6848c9769018bb99f27",10,"n","s",4,"She glanced at her tiles, but they were still the same.",NA,"Goal","n","n","","space",1,3747,31,"Male","Italian","I know one other language in addition to English","Italy"
"114","5f0da6848c9769018bb99f27",10,"n","s",5,"Julie was taking a long time to make her move.",NA,"Goal","n","n","","space",1,1467,31,"Male","Italian","I know one other language in addition to English","Italy"
"115","5f0da6848c9769018bb99f27",10,"y","v",0,"CHOOSING",NA,"Goal","n","n","","j",0,1307,31,"Male","Italian","I know one other language in addition to English","Italy"
"116","5f0da6848c9769018bb99f27",10,"n","s",6,"Her indecision was getting the better of her.",NA,"Goal","n","n","","space",1,1864,31,"Male","Italian","I know one other language in addition to English","Italy"
"117","5f0da6848c9769018bb99f27",10,"y","q",0,"Is this true?<br/>Julie was trying to avoid opening a double-word square.",NA,"Goal","n","n","","j",1,4029,31,"Male","Italian","I know one other language in addition to English","Italy"
"118","5f0da6848c9769018bb99f27",11,"n","n",1,"Rachel sighed and put her suitcase on her bed.",NA,"Goal","y","n","","space",1,1631,31,"Male","Italian","I know one other language in addition to English","Italy"
"119","5f0da6848c9769018bb99f27",11,"n","n",2,"She really hated packing, especially for a funeral.",NA,"Goal","y","n","","space",1,2496,31,"Male","Italian","I know one other language in addition to English","Italy"
"120","5f0da6848c9769018bb99f27",11,"n","n",3,"But it was only a couple of days away, and she couldn¡¦t wait any longer.",NA,"Goal","y","n","","space",1,3087,31,"Male","Italian","I know one other language in addition to English","Italy"
"121","5f0da6848c9769018bb99f27",11,"n","s",4,"She was feeling pretty grimy.",NA,"Goal","y","n","","space",1,1138,31,"Male","Italian","I know one other language in addition to English","Italy"
"122","5f0da6848c9769018bb99f27",11,"n","s",5,"She wanted to take a shower.",NA,"Goal","y","n","","space",1,1144,31,"Male","Italian","I know one other language in addition to English","Italy"
"123","5f0da6848c9769018bb99f27",11,"y","v",0,"PACKING",NA,"Goal","y","n","","f",1,1013,31,"Male","Italian","I know one other language in addition to English","Italy"
"124","5f0da6848c9769018bb99f27",11,"n","s",6,"She sighed again and packed some more.",NA,"Goal","y","n","","space",1,1344,31,"Male","Italian","I know one other language in addition to English","Italy"
"125","5f0da6848c9769018bb99f27",11,"y","f",0,"CRYING",NA,"Goal","y","n","","j",1,944,31,"Male","Italian","I know one other language in addition to English","Italy"
"126","5f0da6848c9769018bb99f27",11,"y","q",0,"Is this true?<br/>Rachel was going to a funeral.",NA,"Goal","y","n","","f",1,1882,31,"Male","Italian","I know one other language in addition to English","Italy"
"127","5f0da6848c9769018bb99f27",12,"n","n",1,"Abigail was hungry again.",NA,"Filler","f","f","","space",1,1729,31,"Male","Italian","I know one other language in addition to English","Italy"
"128","5f0da6848c9769018bb99f27",12,"n","n",2,"It had been almost three hours since the last time she had eaten.",NA,"Filler","f","f","","space",1,3644,31,"Male","Italian","I know one other language in addition to English","Italy"
"129","5f0da6848c9769018bb99f27",12,"n","n",3,"She couldn¡¦t wait to get some more food.",NA,"Filler","f","f","","space",1,1432,31,"Male","Italian","I know one other language in addition to English","Italy"
"130","5f0da6848c9769018bb99f27",12,"n","n",4,"She also noticed an uncomfortable wetness on her leg.",NA,"Filler","f","f","","space",1,1388,31,"Male","Italian","I know one other language in addition to English","Italy"
"131","5f0da6848c9769018bb99f27",12,"y","f",0,"SMILING",NA,"Filler","f","f","","j",1,2196,31,"Male","Italian","I know one other language in addition to English","Italy"
"132","5f0da6848c9769018bb99f27",12,"n","n",5,"A diaper change was in order.",NA,"Filler","f","f","","space",1,1645,31,"Male","Italian","I know one other language in addition to English","Italy"
"133","5f0da6848c9769018bb99f27",12,"n","n",6,"She began to cry.",NA,"Filler","f","f","","space",1,783,31,"Male","Italian","I know one other language in addition to English","Italy"
"134","5f0da6848c9769018bb99f27",12,"y","f",0,"WAILING",NA,"Filler","f","f","","f",0,1886,31,"Male","Italian","I know one other language in addition to English","Italy"
"135","5f0da6848c9769018bb99f27",12,"y","q",0,"Is this true?<br/>Abigail¡¦s diaper was dry.",NA,"Filler","f","f","","j",1,2107,31,"Male","Italian","I know one other language in addition to English","Italy"
"136","5f0da6848c9769018bb99f27",13,"n","n",1,"Steve hopped on a stool near the end of the bar.",NA,"Temporal","n","y","","space",1,2817,31,"Male","Italian","I know one other language in addition to English","Italy"
"137","5f0da6848c9769018bb99f27",13,"y","f",0,"DRINKING",NA,"Temporal","n","y","","j",1,1095,31,"Male","Italian","I know one other language in addition to English","Italy"
"138","5f0da6848c9769018bb99f27",13,"n","n",2,"The bartender was already pouring him a pint of his favorite beer.",NA,"Temporal","n","y","","space",1,2634,31,"Male","Italian","I know one other language in addition to English","Italy"
"139","5f0da6848c9769018bb99f27",13,"n","s",3,"Steve was going to savor the hoppy flavor.",NA,"Temporal","n","y","","space",1,3130,31,"Male","Italian","I know one other language in addition to English","Italy"
"140","5f0da6848c9769018bb99f27",13,"n","s",4,"A couple of hours later, he noticed the bar was pretty empty.",NA,"Temporal","n","y","","space",1,3856,31,"Male","Italian","I know one other language in addition to English","Italy"
"141","5f0da6848c9769018bb99f27",13,"y","v",0,"POURING",NA,"Temporal","n","y","","f",1,1269,31,"Male","Italian","I know one other language in addition to English","Italy"
"142","5f0da6848c9769018bb99f27",13,"n","n",5,"He looked up at the television to check the score.",NA,"Temporal","n","y","","space",1,1264,31,"Male","Italian","I know one other language in addition to English","Italy"
"143","5f0da6848c9769018bb99f27",13,"n","n",6,"He thought about ordering another pint.",NA,"Temporal","n","y","","space",1,1391,31,"Male","Italian","I know one other language in addition to English","Italy"
"144","5f0da6848c9769018bb99f27",13,"y","q",0,"Is this true?<br/>Steve sat near the end of the bar.",NA,"Temporal","n","y","","j",0,3339,31,"Male","Italian","I know one other language in addition to English","Italy"
"145","5f0da6848c9769018bb99f27",14,"n","n",1,"Spencer looked down and frowned.",NA,"Spatial","y","n","","space",1,1454,31,"Male","Italian","I know one other language in addition to English","Italy"
"146","5f0da6848c9769018bb99f27",14,"y","f",0,"GRIMACING",NA,"Spatial","y","n","","j",1,1036,31,"Male","Italian","I know one other language in addition to English","Italy"
"147","5f0da6848c9769018bb99f27",14,"n","n",2,"He was driving home and just noticed it.",NA,"Spatial","y","n","","space",1,2838,31,"Male","Italian","I know one other language in addition to English","Italy"
"148","5f0da6848c9769018bb99f27",14,"n","n",3,"Apparently, a package had been wedged between his car seats all week.",NA,"Spatial","y","n","","space",1,2956,31,"Male","Italian","I know one other language in addition to English","Italy"
"149","5f0da6848c9769018bb99f27",14,"n","s",4,"He had to send it today to make sure it would get there in time.",NA,"Spatial","y","n","","space",1,2422,31,"Male","Italian","I know one other language in addition to English","Italy"
"150","5f0da6848c9769018bb99f27",14,"n","s",5,"The package was small and was easy to overlook.",NA,"Spatial","y","n","","space",1,1593,31,"Male","Italian","I know one other language in addition to English","Italy"
"151","5f0da6848c9769018bb99f27",14,"y","v",0,"DRIVING",NA,"Spatial","y","n","","j",0,1241,31,"Male","Italian","I know one other language in addition to English","Italy"
"152","5f0da6848c9769018bb99f27",14,"n","n",6,"He was assured that his package would arrive by Wednesday.",NA,"Spatial","y","n","","space",1,2980,31,"Male","Italian","I know one other language in addition to English","Italy"
"153","5f0da6848c9769018bb99f27",14,"n","n",7,"It was a gift for his grandmother who collected magnets.",NA,"Spatial","y","n","","space",1,1705,31,"Male","Italian","I know one other language in addition to English","Italy"
